"Item_No","Brief_Description","Description","Note","Item_Type","Item_Group","Item_Category","Item_Priority","Customer_Unit_Price","Average_Cost","Inventory_Unit","Min_Quantity","Max_Quantity","Tax_Code","Account_No","Manufacturer","Manf_Item_No","Drawing_No","Item_Quantity","Location","Supplier_Code","Supplier_Part_No","Supplier_Std_Purch_Qty","Currency","Supplier_Std_Unit_Price","Supplier_Purchase_Unit","Supplier_Unit_Conversion","Supplier_Lead_Time","Update_When_Received","Manufacturer_Item_Revision","Country_Of_Origin","Commodity_Code_Key","Harmonized_Tariff_Code","Cube_Length","Cube_Width","Cube_Height","Cube_Unit"
"15977",M8 X 1.25 ISO06HX-BC-P003-A,EDP 41816, ,Tooling,Tooling,Tap,Medium,33.0600,"",Ea,12,36,"","","",M8 X 1.25 ISO06HX-BC-P003-A,"","","",CARBOLOY,M8 X 1.25 ISO06HX-BC-P003-A,"",USD,33.0600,Ea,1,"",Y,"","","","","","","",""
