"Item_No"
"0007660"
"00011854"
"0009605"
"0016209"
"0013880"
"0009738"
"0010012"
"0010252"
"0006324"
"0014711R"
"0015195"
"0009443"
"0010596"
"00013477"
"0016717"
"0010233"
"0008022"
"0013536"
"0008057"
"0009455"
"0009953"
"0016762"
"0012250"
"0007386"
"0012735"
"0014039"
"00010502"
"0010603"
"0015588"
"0010005"
"0011972"
"00003781"
"00005303"
"0006746"
"0009828"
"0011482"
"0016499"
"0007425"
"0009535"
"0006876"
"0012807"
"0010560"
"0016028"
"0011136"
"00014907"
"0010257"
"0014994"
"0015130"
"00003992"
"0014189"
"0013539"
"0008421R"
"0009497"
"0011825"
"0017012"
"0015075"
"0009765"
"0007156"
"0010079"
"0006958"
"0010998"
"0007361R"
"00010756"
"0007984"
"0008998"
"0009475"
"0007240"
"0007325"
"0012233"
"0013394"
"0008369"
"0013704"
"0015419"
"0016402"
"0006414"
"0012308"
"00010484"
"0016889"
"0006804"
"0009935"
"0016443"
"0010673"
"0007650"
"00013375"
"0007682"
"0014729"
"0008518"
"0007576"
"0009024"
"0006693R"
"0010112"
"0006652"
"00013322"
"0010605"
"0016204"
"0006196R"
"0016169"
"0014438"
"0016042"
"0009932"
"0010376R"
"0008067"
"0011223"
"0008769"
"0009445"
"0015536"
"0012682"
"00011714"
"0008746"
"0013450"
"0006837"
"0009313"
"0016027"
"0006456"
"0008270"
"0014670"
"0007963"
"0016487"
"0007355"
"00003232"
"0014457"
"00014439"
"0012627"
"0016958"
"00010493"
"0011325"
"00010466"
"0009217"
"0007134"
"0016419"
"0008865"
"0014624"
"0011148"
"0012990"
"0007460"
"0008479"
"0006648R"
"0007480"
"0015987"
"0009995"
"0006352"
"0006162"
"0006753"
"0010797R"
"0013737"
"00005870"
"0010377R"
"0010022"
"00006914"
"00008935"
"00013335"
"0009267"
"0012071"
"0008991"
"0010701"
"0013102"
"00010489"
"0010459"
"0008073"
"0010886"
"0013743"
"0015418"
"0007010"
"0009214"
"0006213"
"0014861"
"0012948"
"0016935"
"0016983"
"0015268"
"00011838"
"0008288"
"0014453"
"0009534"
"0016639"
"0007780R"
"0009001"
"0010382R"
"0011973"
"0010254"
"0017015"
"0007678"
"0009943"
"0006766R"
"0010876"
"0006018"
"00003262"
"0008793"
"0011000"
"00013722"
"0016749"
"00005353"
"0014446"
"0006310"
"00005256"
"0012008"
"0012788"
"0015104"
"0014859"
"0009719"
"0009825"
"0014092"
"0007736"
"0014443"
"0015518"
"0015626"
"0007744"
"0014953"
"0007330"
"0013886"
"0008197"
"0010775"
"0007774"
"00014837"
"0009901"
"0008336"
"0006864"
"0009010"
"0014007"
"0016933"
"0006691R"
"0005823R"
"00016521"
"0016632"
"0009312"
"0010806"
"0007695"
"0006043"
"0006622"
"0006683"
"0009246"
"0006836"
"0011085"
"0007021"
"0010717"
"0013258"
"0013984"
"0009659"
"0017021"
"00009969"
"00012049"
"0010262"
"0012622"
"0014440"
"0014930"
"0006378"
"0009940"
"0010086"
"0007333"
"0007575"
"0009484"
"0016552"
"0006270"
"00004811"
"0009708"
"0007651"
"0010821"
"0016514"
"0007712"
"0007399"
"0010180"
"0015140"
"0010582"
"0008100"
"0009414"
"0010746"
"0013909"
"0007081"
"00009632"
"0009464"
"0016871"
"0007246"
"0008047"
"0008825"
"0009965"
"0008467"
"0010161"
"0010233R"
"0011067"
"0016486"
"0014804"
"0009897"
"0007298"
"0009158"
"0015541"
"0006653"
"0016164"
"00010364"
"00010804"
"0010950"
"0011965"
"00011255"
"0011220"
"0011212"
"0010749"
"0011208"
"0013005"
"0014449"
"0013872"
"00012220"
"00015672"
"0016675"
"0013026"
"0007629"
"00010498"
"00012287"
"00010363"
"0012217"
"0012986"
"00013245"
"00011706"
"0013714"
"0014156"
"0007408"
"0008314"
"0015112"
"0008384"
"0010869"
"00006600"
"0006198"
"0009398"
"0008009"
"0006163"
"0010910"
"0015441"
"0007681"
"0007334"
"0014224"
"0006647"
"0006291"
"0010520"
"0009835"
"00011835"
"0008303"
"0009709"
"0016711"
"0013300"
"0013401"
"0010319"
"0016856"
"00011788"
"0012357"
"0012773"
"0016490"
"0008059"
"0008880"
"0015979"
"0012269"
"0005991"
"0007711"
"0009917"
"0012809"
"0010796"
"3345"
"0016481"
"0009541"
"0009834"
"0007482"
"0007605"
"0014701"
"0015981"
"0006646"
"0008079"
"0010130"
"0010234"
"0016425"
"0014468"
"0016867"
"00011062"
"0011479"
"0013769"
"0014639"
"0015266"
"0014610"
"0009067"
"0016243"
"0008726R"
"0010190"
"0015814"
"0012556"
"0006547"
"0008186"
"0014403"
"0015407"
"00008514"
"0006012"
"0007722"
"0013006"
"0006919"
"0007696"
"0008709"
"0008750"
"0007024"
"0008941"
"0014882"
"0009608"
"0011270"
"0007829"
"00010360"
"0012197"
"0010008"
"0016963"
"00004822"
"0007566"
"0016161"
"0013691"
"0007275"
"0010201"
"0006394"
"0012836"
"00012046"
"0014819"
"0011139"
"0010824"
"0007123R"
"0010734"
"0015605"
"0010903"
"0014201"
"0009399"
"0012959"
"0007725"
"0010838"
"0013229"
"0007168R"
"0009423"
"0007987"
"0013540"
"0015127"
"0006981"
"0011829"
"0016929"
"0005958"
"0015819"
"0015194"
"0016475"
"0006162R"
"0007567"
"0011531"
"0016172"
"0011140"
"0012192"
"00013232"
"0012811"
"0008246"
"00011434"
"0015304"
"0007250"
"0012821"
"0008054"
"0010676"
"0015295"
"00009977"
"00013318"
"0012904"
"0007037"
"00015368"
"0008764"
"0009914"
"0006039"
"0012970"
"0009954"
"0010098"
"0015428"
"0013272"
"0015738"
"0013239"
"0013873"
"0016759"
"0009207"
"0016944"
"0009889"
"0015510"
"0013395"
"0012464"
"0014704"
"0009710"
"0016864"
"00002444"
"00003993"
"0008045"
"0012201"
"0010817"
"0007511"
"0014904"
"0008187"
"00010499"
"0008389"
"0015529"
"0006262R"
"0015421"
"0012253"
"0010791"
"0011317"
"0016740"
"0008778"
"00010500"
"0010601"
"0010097"
"00003783"
"0008683"
"00013009"
"0007227"
"0009978"
"0008108"
"0012234"
"0006254"
"0007392"
"0008087"
"00003456"
"0010134"
"0008095"
"0008225"
"0014805"
"0008473"
"0017014"
"0005865"
"0013537"
"0008712"
"0012251"
"0014311"
"0008194"
"0006406"
"0008016"
"0007528"
"0007114"
"0011594"
"0014872"
"0016030"
"0016915R"
"0014735"
"0012818R"
"0013897"
"0006940"
"00010486"
"00015882"
"0016053"
"0011087"
"0012289"
"0009138"
"0013973"
"0014171"
"0007093"
"0006894"
"0010269"
"0006557"
"0015587"
"0011185"
"00002582"
"0015123"
"0011914"
"0008154"
"0011331"
"00005011"
"00005151"
"0010669"
"0007115"
"0011240"
"0008192"
"0012779"
"0013302"
"0009999"
"0010175"
"0006628"
"0011377"
"0007863"
"0013931"
"0007951"
"00010485"
"0005873"
"0010312"
"0012017"
"0007503"
"0009755"
"0007410"
"0015601"
"0013408"
"0010561"
"0012468"
"0007802"
"0014640"
"0015530"
"0005994"
"0009364"
"00016041"
"0009811"
"00010358"
"0015100"
"0007224"
"0010094"
"0010339R"
"0010847"
"0006646R"
"0016878"
"0007179"
"0013882"
"0009005"
"0009015"
"00015280"
"0012328"
"0010018"
"0010946"
"00005378"
"0008069"
"0011843"
"0015834"
"0016537"
"0007070R"
"0010050"
"0006752"
"00012825"
"0017019"
"0011142"
"0015523"
"0009988"
"00005370"
"0007477"
"00012629"
"0010064"
"0007039"
"0015537"
"0006523"
"0016026"
"0007729"
"0006985"
"0010799"
"0007794"
"0009602"
"0007733"
"00010467"
"0009731"
"00002394"
"0009162"
"0010897"
"0007270"
"0010429"
"0014245"
"0005854"
"0011314"
"0015703"
"0010700"
"0007369"
"0008969"
"00010841"
"0013058"
"0014226"
"0005719"
"0006465"
"0008092"
"0008775"
"0012648"
n++0000001
"0013702"
"0015765"
"0006423"
"0007268"
"0014444"
"0015102"
"0010686"
"0006029"
"0006822R"
"00004123"
"0009396"
"0009026"
"00004691"
"0017024"
"0009298"
"0010256"
"0015650"
"0006745R"
"0008441"
"0014437"
"0007056"
"0015464"
"0010081"
"0011128"
"0014653"
"0016168"
"0009927"
"00002064"
"0016371"
"0009976"
"0015463"
"0006199"
"0007421"
"0015401"
"0007805"
"0013172"
"0015730"
"00015263"
"0015282"
"00003504"
"0009816"
"00016180"
"0014820"
"0006424"
"0008206"
"0009391"
"0010095"
"0010011"
"0011812"
"0014393"
"0014952"
"00003784"
"00006519"
"0006633"
"0008157"
"00011712"
"0010865"
"0015079"
"0006503"
"0008368"
"0010246"
"0011756"
"0006430"
"0010776"
"0011345"
"00004677"
"0007980"
"0014105"
"0006171"
"0010065"
"0010914"
"0013734"
"0008464"
"0015571"
"0011361"
"0008497"
"0010023"
"0008400"
"0012730"
"0015791"
"0015415"
"0016194"
"0007374"
"00003980"
"0008611"
"0011133"
"0006031"
"0006227"
"0016372"
"0005995"
"0006279R"
"0009801"
"0010832"
"0014799"
"0011822"
"0013405"
"0016982"
"00005371"
"0014622"
"00011839"
"0016923"
"0007753"
"0007405"
"0006006"
"0014016"
"0015445"
"0011970"
"0007189"
"0016216"
"0008500"
"00013277"
"0016270"
"00003047"
"0007765"
"0013366"
"0017004"
"0013100"
"0010689"
"00012084"
"0016872"
"0014447"
"00013361"
"00011257"
"0009467"
"0011324"
"0014093"
"0008542"
"0009429"
"0012459"
"0014195"
"0012691"
"0010610"
"0015180"
"0010858"
"0009503"
"0005703"
"0010025"
"0012958"
"0009720"
"0010656"
"0016633"
"0010100"
"0012450"
"0014167"
"0007069"
"0013298"
"0015818"
"0008906"
"0007448"
"00003959"
"0009294"
"0013981"
"0014955"
"0014023"
"0016153"
"00010497"
"0014441"
"00013013"
"00015595"
"0012812"
"0009431"
"0011801"
"00010509"
"0010482"
"0010938"
"0015443"
"0015624"
"0014244"
"0005722"
"0012623"
"00003755"
"0005983"
"0015440"
"00012284"
"0014009"
"0013585"
"00011713"
"0016931"
"0005858"
"0008177"
"0010129"
"0011308"
"0006689"
"0012645"
"0009771"
"0015724"
"0006019"
"0014983"
"0015577"
"0008081"
"0008620"
"00015598"
"0016160"
"0013301"
"0006034"
"0007648"
"0012196"
"0014881"
"0009808"
"0011873"
"0016710"
"0015404"
"0016108"
"0012774"
"00013877"
"00014918"
"0009160"
"0012837"
"0014794"
"0007858"
"0014625"
"0016949"
"0006871"
"00016522"
"0010688"
"0015470"
"0010807"
"0013538R"
"0013746R"
"0010748"
"00005360"
"0006980"
"0012974"
"0006880"
"0009841"
"00012745"
"0007969"
"0013235"
"0011472"
"0006458"
"0014219R"
"0007273"
"0006481"
"0016961"
"0013645"
"0008203"
"00011707"
"0010784"
"0007083"
"0008211"
"0016970"
"0012594"
"0013591"
"00013345"
"0011751"
"0008437"
"00010828"
"0006354"
"0006409"
"0007196"
"0012659"
"0007348"
"0009291"
"0007002"
"0013504"
"0015363"
"0014309"
"0010999"
"0009814"
"0012465"
"0009014"
"0007098"
"0006442"
"0007430"
"0006179"
"0010470"
"0007886"
"0012763"
"0010674"
"0013385"
"00011155"
"0009082"
"00007909"
"0008430"
"0010825"
"00015110"
"0016448"
"0012268"
"0006615"
"0008505"
"0006576"
"0007360"
"0015859"
"0008084"
"0006747"
"00006292"
"0007186"
"0009073"
"0007497R"
"0012203"
"0015002"
"0010237"
"0016173"
"0012304"
"0008598"
"0015739"
"0015869"
"0008605"
"0010889"
"0009400"
"0012515"
"0015545"
"0009038"
"0007896"
"0015406"
"0006610"
"0015511"
"0009768"
"0013273"
"0016109"
"00007942"
"0015427"
"0016334"
"0012171"
"0006198R"
"0007064"
"00002378"
"0012045"
"0012757"
"0007084"
"0007468"
"0007964"
"00010761"
"0013390"
"0012939"
"0008641"
"0008903"
"0009618"
"0014703"
"0011800"
"0013752"
"0016483"
"0011120"
"0010816"
"0010949"
"0010797"
"0012200"
"0008376"
"0010232"
"0015540"
"0007272"
"0007849"
"0013942"
"0006650"
"00011703"
"0006280R"
"0007625"
"00003725"
"0009686"
"0005859"
"00004192"
"0010075"
"0014359"
"0016934"
"00004014"
"0014228"
"0006995"
"0007119"
"00004062"
"0009998"
"0014880"
"0011674"
"00006637"
"0013190"
"0005701"
"0006042"
"0012120"
"0015128"
"0008267"
"00007899"
"0006744"
"0011027"
"00015534"
"0016782"
"0010307"
"0008098"
"0010932"
"0006318"
"0014589"
"0013592"
"0012067"
"0007607"
"0010732"
"0012694"
"0009909"
"0012957"
"0014339"
"0007780"
"0016447"
"0006230"
"0013213"
"0015296"
"0007413"
"0010822"
"0014789"
"0016433"
"0010559"
"0008220"
"0008681"
"0008127"
"0006616"
"0016795"
"0015251"
"0009269"
"0012858"
"0011710"
"00003985"
"0010251"
"0014211"
"00011855"
"0012194"
"0009494"
"0011343"
"0016174"
"0016716"
"0007789"
"0012845R"
"00013326"
"0007646"
"0014818"
"00005355"
"0013274"
"0016670"
"00005386"
"00005592"
"0007676"
"0007494"
"0008762"
"0008540"
"0009847"
"0010682"
"0013647"
"0008033"
"0006562"
"0013355"
"0012806"
"0007089"
"0012248"
"0015593"
"0008387"
"0010194"
"0009827"
"0014860"
"0009056"
"0009783"
"0007555"
"0011894"
"0010299"
"0006229"
"0006416"
"0010679"
"0009937"
"00013012"
"0006192R"
"0016803"
"0008154R"
"00005350"
"0006011"
"0007771"
"0013266"
"0007673"
"0009032"
"0007060"
"0007183"
"00010755"
"0010213"
"0009474"
"0008727"
"0016994"
"0016191"
"0009782"
"0014205"
"0012309"
"0007850"
"0012704"
"0014011"
"0011228"
"0016044"
"00002203"
"0008608"
"0015409"
"0009427"
"0015898"
"00009226"
"0014451"
"0015682"
"00010370"
"0008777"
"0007013"
"0008679"
"0007214"
"00013368"
"0009727"
"0010147"
"0012292R"
"0009416"
"0007900"
"0008124"
"0008519"
"0012754"
"0007026"
"0014742"
"0006429"
"0016847"
"0015278"
"0016260"
"0006331"
"0009388"
"0013255"
"00011658"
"0013837"
"0012729"
"0009390"
"0010006"
"0010115"
"0005833"
"0007319"
"0009250R"
"0009921"
"0008051"
"0007636"
"0008356"
"0008447"
"0011222"
"0015989"
"0006189"
"0007211"
"0008232"
"0015018"
"0007497"
"00010349"
"0009500"
"0013271"
"0016785"
"0015429"
"0006047"
"00005383"
"0012423"
"0014350"
"0013089"
"0016671"
"00005358"
"0007902"
"0008042"
"00006602"
"0006224"
"00003776"
n++0009906
"0007616"
"0008071"
"00010369"
"00010496"
"0010144"
"0015156"
"0009216"
"0010478"
"0016802"
"00007936"
"0012256"
"0007090"
"0010556"
"0006417"
"0007856"
"0013527"
"0014826"
"00011842"
"0013755"
"0006184R"
"0008026"
"0008758"
"0009341"
"0015241"
"0016709"
"0007591"
"0010851"
"0015085"
"0011002"
"0010602R"
"0006054"
"00010758"
"0012853"
"0009249"
"0010576R"
"0008330"
"0016548"
"0006811"
"0009907"
"0006184"
"00011283"
"0014204R"
"0015861"
"00005143"
"0016187"
"0009478R"
"0009793"
"0016492"
"00008219"
"0016450"
"0013699"
"0007649"
"0015977"
"0010548"
"0007067R"
"0005716"
"0010873"
"00013367"
"0006328"
"0015811"
"0015000"
"0007574"
"0008121"
"0008415"
"0007245"
"0006403"
"0009504"
"00010769"
"0010875"
"0013701"
"0016291"
"0015249"
"0011173"
"0010114"
"0010993"
"0015936"
"0015086"
"0005836"
"0016186"
"00007907"
"0013822"
"0007258"
"0007155"
"00008899"
"0010870"
"0009790"
"0009926"
"0016495"
"00011561"
"0011225"
"0012978"
"0008840"
"0010182"
"00010507"
"0009374R"
"0012804"
"0006574"
"0014220"
"0008072"
"0015927"
"0016581"
"00007935"
"0006294"
"0015183"
"0008823"
"0010924"
"0010608"
"0016428"
"0016218"
"0014455"
"0012016"
"0010090"
"0016805"
"0006023"
"0015674"
"0007179R"
"0005797"
"0006013"
"00002383"
"0013547"
"0010989"
"0015271"
"0013077"
"0006573"
"0007178R"
"0009612"
"0008706"
"0007462"
"0009985"
"0008162"
"0016545"
"0009228"
"0010219"
"0007209R"
"0008881"
"0009447"
"0014576"
"00011841"
"0008335"
"0008597"
"0014879"
"0007958"
"0009119"
"0016015R"
"0013977R"
"0015740"
"0007002R"
"0015473R"
"00014605"
"0008418"
"0015426"
"0015982"
"0015727"
"0012462"
"0006649"
"0006312"
"00006825"
"0015017"
"0016747"
"0012218"
"0008531"
"0010101"
"0008320"
"0008402"
"0006900"
"0009837"
"0008044R"
"00003979"
"0008428"
"0011206"
"0012355"
"0008287"
"0012052"
"00003179"
"00013377"
"0006725"
"0012024R"
"0009270"
"0013019"
"0009915"
"0010591"
"0011311"
"0015797"
"0010340R"
"0011339"
"0016907"
"0015719"
"0016634"
"0007163"
"0009176"
"0011626"
"0007731"
"0013914"
"0008689"
"0011589"
"0012006"
"0007981"
"0009022"
"0009507"
"0013256"
"0010340"
"0008048"
"0010260"
"0006620"
"0007303"
"0008671"
"0015138"
"0016869"
"00011789"
"0012057"
"0014609"
"0015937"
"0012878"
"0006867"
"0014637"
"0014849"
"0015671"
"0015978"
"0001568"
"00012242"
"00010510"
"0006026"
"0007720"
"00002143"
"0008569"
"0010228"
"0013004"
"0008900"
"0007248"
"0008102"
"0007569"
"0009247"
"0009852"
"0013025"
"0007285"
"0008000"
"0010750"
"0015538"
"0016037"
"0008971"
"0006400"
"0012296"
"00010362"
"0011694"
"0014802"
"0016488"
"0009229"
n++011451
"0007485"
"0008256R"
"0014194"
"0008396R"
"0010990"
"0012026R"
"0015307"
"0007705"
"0009570"
"0011851"
"0013670"
"00000241"
"0012216"
"0013979"
"0017011"
"0010203"
"0008061"
"0007723"
"0015077"
"0008788"
"0007172"
"0007752"
"0009864"
"00011717"
"0008624"
"0007314"
"0015129"
"0014341"
"0009980"
"0016744"
"0006565"
"0013612"
"0007284"
"0010672R"
"0007450"
"00016637"
"0015306"
"0010177"
"0014981"
"0007747"
"0009884"
"0011303"
"0009739"
"0015293"
"00013462"
"00003178"
"0011863"
"0006921"
"0007664"
"0013815"
"0010165"
"0008722"
"0016149"
"0006436"
"0007102"
"0009205"
"0015320"
"0010984"
"0006494"
"0009874"
"0007162"
"0006782"
"0009887"
"0012235"
"00003982"
"0010049"
"0008103"
"0016196"
"0008495"
"0009421"
"0014638"
"0016426"
"0006723"
"0010433"
"0007846"
"0008470"
"0010819"
"0014450"
"0006000"
"0015265"
"0007719"
"00011837"
"00010760"
"00003866"
"0007018"
"0006038"
"0009012"
"0007013R"
"0009558"
"0010225"
"0012334"
"0007510"
"0008814R"
"0007488"
"0016848"
"0015094"
"0013350"
"0015275"
"0011596"
"0012875"
"0015214"
"0007808"
"0010983"
"0012642"
"0013988R"
"0016058"
"0008471"
"0010104"
"0014905"
"0010084"
"0015261"
"0008013"
"0008062"
"0016327"
"0006720"
"0008188"
"0008448"
"0012457"
"00011786"
"00003760"
"0015424"
"0014217"
"0016714"
"00015276"
"0015798"
"0011081"
"00007928"
"0010902"
"0013701R"
"0006830R"
"0011960"
"00005121"
"0006154R"
"0009327"
"0012153"
"0007670"
"0009021"
"0007363"
"0015310"
"00016467"
"0006396"
"0015193"
"0014169"
"0016396"
"0011194"
"0008004"
"0014242"
"0007508"
"0009116"
"0007955"
"00011899"
"0014912"
"00005449"
"00012225"
"0014454"
"0009766"
"0012252"
"0014310"
"0006642"
"0011234"
"0012805"
"0009913"
"0010681"
"0011943"
"0008997"
"0012755"
"0007205"
"0010173"
"0016261"
"0014457R"
"0006697"
"00008266"
"0013933"
"00004023"
"0007686"
"0008492"
"0009302"
"00007487"
"0009358"
"0006325"
"0006979"
"0016208"
"0015196"
"00010487"
"0008046"
"0007012"
"0008251"
"0011698"
"0014187"
"0016046"
"0007612"
"0007756"
"0011916"
"0006488"
"0012552"
"00003365"
"0006282"
"0009849"
"0006173"
"0007320"
"0016743R"
"0007640"
"00012491"
"0012686"
"0009017"
"0012130"
"0009817"
"00003786"
"0013394R"
"0015532"
"0016995"
"0016679"
"0011135"
"0016400"
"0007738"
"0009165"
"0010309"
"0012884"
"00012077"
"0008239"
"0012193"
"0016192"
"0010122"
"0013994R"
"0014212"
"0016385"
"00003986"
"0008474"
"0011824"
"00012223"
"0009797"
"0007035"
"00012241"
"00007930"
"0011144"
"0014914"
"0006356"
"0014402"
"0008193"
"00009202"
"0006841"
"0007346"
"0013087"
"0007175R"
"0005993"
"0007962"
"00011770"
"0011319"
"0012101"
"0007241"
"0007983"
"0013453"
"0015279"
"0015815"
"0007916"
"0014889"
